x,x,x,x,x,x,x,0,0
x,x,x,x,x,x,0,5,10
x,x,x,x,x,0,5,10,15
x,x,x,x,0,5,10,15,20
x,x,x,x,5,10,15,20,25
x,x,x,0,10,15,20,25,35
x,x,x,5,15,20,30,35,40
x,x,0,10,20,25,30,35,40
x,x,5,10,25,30,35,40,45
x,x,10,15,25,30,40,45,50
x,0,10,20,30,35,45,50,55
x,0,15,25,30,35,50,55,55
x,5,15,25,35,40,50,55,60
x,5,20,30,35,40,55,60,60
x,10,20,30,40,45,55,60,65
0,15,25,35,40,45,60,65,70
